brand,year,age,engine_size,power,mileage,prev_owners,value
ford,2014,4,2000,139.0,2869.0,1,6500.0
vw,2016,2,1200,96.0,7662.0,0,9450.0
vw,2016,2,1900,152.0,7188.0,0,10700.0
ford,2008,10,1400,92.0,57500.0,1,100.0
vw,2013,5,3600,257.0,34614.0,0,11900.0
vw,2017,1,1500,121.0,12187.0,0,9300.0
vw,2013,5,1700,128.0,20047.0,0,9050.0
ford,2013,5,1800,125.0,5206.0,3,3250.0
bmw,2016,2,1800,166.0,3266.0,1,18350.0
ford,2009,9,1600,108.0,103418.0,3,100.0
bmw,2014,4,1800,193.0,119502.0,0,100.0
bmw,2008,10,2300,197.0,4534.0,2,6900.0
ford,2008,10,2200,138.0,80183.0,1,100.0
ford,2016,2,1100,88.0,2695.0,0,6450.0
vw,2009,9,2300,163.0,16515.0,1,7850.0
ford,2012,6,3000,205.0,128792.0,1,1700.0
kia,2015,3,800,60.0,21168.0,1,4050.0
ford,2017,1,3000,216.0,2998.0,0,14900.0
ford,2016,2,1600,121.0,5114.0,0,7850.0
bmw,2010,8,4000,285.0,118399.0,3,100.0
bmw,2016,2,3500,279.0,10448.0,0,28950.0
vw,2013,5,3600,243.0,1546.0,2,10300.0
ford,2015,3,3000,213.0,24538.0,1,9600.0
kia,2013,5,1000,68.0,65671.0,0,3650.0
bmw,2012,6,1800,171.0,10305.0,1,11150.0
ford,2017,1,1400,106.0,6072.0,0,8800.0
ford,2016,2,1400,106.0,23151.0,0,7150.0
ford,2016,2,2200,157.0,38681.0,0,9800.0
vw,2016,2,1500,121.0,6896.0,0,12150.0
vw,2010,8,1500,119.0,93072.0,2,2650.0
ford,2014,4,2000,146.0,38122.0,2,4700.0
vw,2013,5,1700,134.0,5072.0,2,6750.0
vw,2017,1,3600,257.0,10375.0,0,19400.0
bmw,2009,9,3500,247.0,101946.0,1,3500.0
ford,2014,4,2000,141.0,35783.0,1,5900.0
ford,2008,10,1400,100.0,123439.0,3,100.0
ford,2009,9,3000,191.0,5114.0,2,3000.0
bmw,2012,6,1800,156.0,32568.0,1,10450.0
bmw,2016,2,3000,263.0,2222.0,0,23300.0
bmw,2017,1,2300,223.0,6614.0,0,29400.0
ford,2014,4,2000,139.0,31132.0,0,6150.0
vw,2008,10,1500,117.0,76201.0,1,3850.0
ferrari,2013,5,3600,386.0,68924.0,0,39100.0
bmw,2008,10,4000,293.0,45133.0,2,8200.0
ford,2015,3,2200,159.0,20661.0,0,9100.0
ford,2009,9,2200,149.0,6623.0,1,3450.0
bmw,2015,3,4000,310.0,9859.0,0,25450.0
ford,2009,9,3000,193.0,172548.0,0,100.0
vw,2014,4,1700,134.0,4183.0,1,9050.0
ford,2014,4,1800,129.0,6235.0,0,6250.0
kia,2012,6,1100,75.0,5375.0,3,3100.0
vw,2014,4,1200,101.0,14523.0,0,7650.0
ferrari,2012,6,3600,369.0,40908.0,2,37150.0
vw,2011,7,1500,115.0,42675.0,0,6900.0
kia,2017,1,1200,88.0,2299.0,0,8200.0
vw,2012,6,1200,93.0,2325.0,2,5350.0
vw,2009,9,3600,234.0,17772.0,0,10000.0
vw,2012,6,3600,247.0,2954.0,2,10400.0
vw,2009,9,1500,110.0,9078.0,3,2400.0
ford,2012,6,3000,197.0,85001.0,0,4250.0
bmw,2012,6,2300,189.0,46997.0,0,15450.0
vw,2009,9,3600,230.0,4434.0,1,9900.0
vw,2015,3,3600,259.0,3319.0,0,14500.0
vw,2013,5,3600,250.0,1438.0,0,13550.0
vw,2013,5,1900,148.0,60780.0,3,4750.0
kia,2013,5,1400,97.0,10741.0,0,6150.0
bmw,2016,2,3000,260.0,5789.0,1,23700.0
vw,2014,4,1900,148.0,9719.0,2,8350.0
ford,2015,3,1800,130.0,7022.0,1,6650.0
bmw,2011,7,3000,224.0,18876.0,1,13800.0
bmw,2013,5,4000,323.0,22431.0,4,14950.0
ford,2016,2,2000,151.0,25785.0,0,8500.0
bmw,2011,7,4000,320.0,2112.0,0,18650.0
ford,2013,5,2000,142.0,40344.0,1,4350.0
vw,2017,1,3600,266.0,3691.0,0,20100.0
bmw,2009,9,3000,238.0,62280.0,3,6750.0
vw,2011,7,1900,136.0,53100.0,2,6000.0
ford,2015,3,1400,110.0,1541.0,1,6400.0
vw,2012,6,1700,127.0,35598.0,0,7250.0
bmw,2014,4,1800,184.0,18392.0,2,10350.0
vw,2016,2,3600,257.0,71.0,0,17450.0
ford,2009,9,1400,98.0,20717.0,2,900.0
bmw,2014,4,2300,199.0,81481.0,0,7750.0
kia,2012,6,1000,68.0,39420.0,1,2700.0
bmw,2013,5,4500,331.0,33291.0,0,15550.0
kia,2013,5,1100,79.0,34526.0,1,4000.0
vw,2014,4,1200,95.0,17030.0,0,7700.0
vw,2011,7,1500,107.0,43577.0,3,3150.0
vw,2013,5,1500,119.0,203271.0,0,3000.0
vw,2013,5,3600,250.0,12358.0,1,14650.0
ford,2013,5,1600,118.0,32397.0,2,2700.0
bmw,2015,3,1800,197.0,3571.0,1,14800.0
vw,2013,5,1500,111.0,42802.0,0,6550.0
kia,2017,1,1200,90.0,2478.0,1,7250.0
ford,2011,7,1400,96.0,48903.0,0,2450.0
vw,2012,6,1900,140.0,3259.0,2,6450.0
vw,2013,5,1200,97.0,38735.0,0,7300.0
bmw,2014,4,4500,349.0,1157.0,0,21750.0
bmw,2012,6,4000,305.0,32518.0,0,19900.0
vw,2013,5,1900,148.0,12108.0,2,7950.0
ford,2010,8,1100,78.0,289631.0,0,100.0
ford,2014,4,2200,156.0,16838.0,1,5100.0
ford,2017,1,1400,106.0,13066.0,1,7250.0
ford,2016,2,1600,125.0,3432.0,0,8850.0
vw,2015,3,1200,102.0,8706.0,1,7800.0
vw,2013,5,1500,119.0,11685.0,1,7100.0
vw,2012,6,1500,122.0,37830.0,3,3850.0
ford,2008,10,2200,144.0,24908.0,1,1450.0
vw,2014,4,1200,96.0,1697.0,1,7650.0
kia,2011,7,1400,94.0,12422.0,2,4250.0
vw,2011,7,3600,244.0,57104.0,2,7800.0
vw,2008,10,1200,88.0,47163.0,3,1150.0
bmw,2011,7,4000,309.0,37987.0,2,13750.0
ford,2012,6,1400,106.0,84463.0,1,1050.0
bmw,2016,2,2300,219.0,5470.0,0,25150.0
ford,2013,5,3000,208.0,23592.0,1,7200.0
ford,2014,4,2000,143.0,113106.0,1,2500.0
ford,2014,4,2500,176.0,22068.0,1,7300.0
ford,2013,5,1800,128.0,16486.0,2,3700.0
kia,2015,3,1200,87.0,3617.0,0,6650.0
ford,2011,7,1100,86.0,499.0,2,2150.0
vw,2009,9,1200,91.0,15957.0,0,5500.0
ford,2010,8,3000,199.0,34980.0,0,4400.0
kia,2011,7,1100,77.0,9044.0,2,3000.0
ford,2012,6,2200,153.0,19746.0,3,2600.0
ford,2010,8,1600,114.0,30879.0,5,100.0
ford,2016,2,1400,107.0,5370.0,0,7600.0
bmw,2015,3,1800,164.0,9314.0,0,15850.0
ford,2009,9,3000,193.0,4364.0,2,2350.0
vw,2017,1,1500,126.0,8358.0,0,9900.0
bmw,2016,2,4000,328.0,7481.0,0,24850.0
kia,2014,4,1400,98.0,14856.0,1,6300.0
vw,2013,5,1500,117.0,36424.0,0,8950.0
ford,2017,1,3000,219.0,1707.0,0,14650.0
kia,2013,5,1000,73.0,70593.0,2,2100.0
vw,2011,7,1900,136.0,64782.0,1,5550.0
ford,2017,1,1800,132.0,6470.0,0,11000.0
bmw,2009,9,3500,285.0,39531.0,3,8500.0
ferrari,2015,3,5700,531.0,11166.0,3,72500.0
bmw,2013,5,3000,261.0,42272.0,0,17750.0
ford,2014,4,2000,139.0,64436.0,1,4350.0
bmw,2012,6,4500,331.0,50604.0,0,19150.0
ford,2013,5,1100,83.0,157265.0,1,100.0
bmw,2016,2,1800,187.0,14909.0,1,18900.0
ford,2014,4,2000,147.0,10155.0,0,7350.0
vw,2011,7,2300,164.0,35284.0,3,4950.0
bmw,2013,5,2500,234.0,67954.0,1,11200.0
bmw,2012,6,4500,338.0,30557.0,3,15900.0
bmw,2016,2,4500,367.0,876.0,0,31400.0
ford,2011,7,1800,126.0,16725.0,2,1800.0
ford,2015,3,1400,107.0,77180.0,2,2950.0
ford,2016,2,2500,183.0,7096.0,0,12150.0
vw,2012,6,1900,143.0,78282.0,0,6850.0
bmw,2009,9,2300,200.0,6936.0,3,5450.0
ford,2012,6,1100,79.0,62875.0,1,1200.0
bmw,2013,5,1800,155.0,24562.0,2,12150.0
vw,2010,8,2300,161.0,40028.0,1,8050.0
vw,2013,5,3600,248.0,85967.0,3,8400.0
vw,2012,6,2300,171.0,48812.0,1,8500.0
vw,2010,8,1200,97.0,121653.0,1,1450.0
vw,2009,9,1900,137.0,13940.0,1,6550.0
bmw,2008,10,4500,318.0,72601.0,4,6500.0
ford,2012,6,2000,134.0,25379.0,1,4350.0
ford,2015,3,2500,178.0,36988.0,2,5700.0
ford,2012,6,2500,171.0,17276.0,0,5850.0
vw,2011,7,2300,156.0,741.0,2,6900.0
vw,2008,10,1500,115.0,106185.0,1,2400.0
bmw,2014,4,3000,234.0,16178.0,0,17050.0
ford,2008,10,2000,136.0,68136.0,3,100.0
bmw,2009,9,2300,206.0,15036.0,1,8250.0
vw,2015,3,1700,130.0,22450.0,1,8400.0
bmw,2013,5,2500,209.0,94867.0,2,1750.0
ford,2012,6,1800,124.0,10535.0,1,3850.0
vw,2015,3,2300,178.0,28230.0,0,12350.0
vw,2013,5,2300,170.0,18681.0,3,7050.0
vw,2009,9,1500,108.0,33755.0,1,4400.0
vw,2012,6,3600,238.0,34186.0,5,8600.0
ford,2013,5,1400,101.0,19345.0,0,4950.0
ford,2011,7,1600,113.0,28757.0,2,2000.0
ford,2014,4,2200,153.0,8526.0,1,5950.0
ford,2013,5,3000,203.0,40519.0,0,5950.0
vw,2016,2,3600,261.0,8891.0,0,19550.0
vw,2008,10,3600,231.0,48532.0,1,7150.0
vw,2012,6,1500,113.0,118703.0,2,1700.0
ford,2013,5,2500,169.0,51888.0,0,5600.0
vw,2012,6,2300,163.0,20675.0,0,7750.0
kia,2010,8,1400,93.0,3685.0,0,5600.0
bmw,2015,3,2500,242.0,12815.0,0,21450.0
vw,2011,7,1900,141.0,5657.0,3,5600.0
kia,2010,8,800,57.0,5680.0,3,1100.0
bmw,2009,9,4500,341.0,31655.0,2,10750.0
ford,2013,5,2500,168.0,17114.0,3,4400.0
ford,2015,3,1400,106.0,5607.0,0,6150.0
ford,2009,9,1600,113.0,2429.0,1,2600.0
kia,2015,3,800,62.0,14428.0,0,4200.0
ford,2008,10,2000,127.0,13919.0,2,1000.0
vw,2017,1,1700,143.0,12078.0,0,12450.0
ford,2010,8,1800,122.0,24460.0,3,750.0
ford,2011,7,2000,141.0,23646.0,1,3450.0
bmw,2017,1,3500,291.0,205.0,2,20950.0
ford,2012,6,1100,86.0,18757.0,2,1500.0
ford,2015,3,1100,89.0,5052.0,0,6250.0
bmw,2009,9,4000,305.0,132925.0,4,100.0
ford,2013,5,2500,169.0,43885.0,1,5050.0
bmw,2013,5,4000,329.0,101965.0,1,8200.0
ford,2011,7,1600,108.0,42918.0,1,1850.0
vw,2017,1,1700,140.0,4179.0,1,11100.0
vw,2014,4,3600,260.0,31827.0,0,13050.0
ford,2013,5,2500,168.0,30342.0,1,4800.0
kia,2012,6,1400,96.0,45591.0,0,4950.0
ford,2008,10,1100,77.0,19703.0,1,1050.0
kia,2010,8,1000,65.0,34088.0,1,2350.0
bmw,2008,10,4500,318.0,53029.0,1,10200.0
ferrari,2010,8,6200,477.0,47542.0,2,51400.0
vw,2011,7,3600,247.0,58158.0,0,9750.0
bmw,2011,7,3500,277.0,26204.0,0,16650.0
ford,2013,5,2500,173.0,16376.0,3,4700.0
vw,2017,1,3600,262.0,8860.0,0,21400.0
bmw,2010,8,3500,283.0,100384.0,3,3150.0
ford,2010,8,1400,104.0,114378.0,2,100.0
ford,2016,2,1800,138.0,9061.0,0,9600.0
vw,2011,7,3600,247.0,4897.0,0,12300.0
ford,2011,7,1400,103.0,40093.0,1,2350.0
bmw,2011,7,2500,220.0,72133.0,1,7500.0
kia,2016,2,1000,72.0,1669.0,0,6050.0
kia,2013,5,800,57.0,29688.0,1,2500.0
ford,2009,9,1400,96.0,146490.0,5,100.0
ford,2016,2,1600,125.0,19883.0,0,9400.0
vw,2009,9,1700,119.0,12758.0,1,5550.0
ford,2009,9,1100,80.0,6155.0,2,1150.0
ford,2009,9,1600,109.0,29676.0,1,1250.0
ford,2010,8,1100,77.0,76481.0,1,100.0
ford,2010,8,1400,100.0,64881.0,4,100.0
ferrari,2009,9,6200,523.0,5758.0,2,109400.0
ford,2013,5,1600,120.0,7407.0,0,5900.0
ford,2013,5,1400,106.0,54103.0,1,2900.0
ford,2012,6,1100,88.0,12025.0,1,3000.0
ford,2017,1,1100,87.0,1642.0,0,9050.0
bmw,2009,9,2500,224.0,18135.0,4,5950.0
bmw,2017,1,2300,198.0,1431.0,0,22200.0
vw,2012,6,1500,108.0,73656.0,1,5450.0
vw,2010,8,2300,154.0,100715.0,0,5550.0
vw,2009,9,1700,123.0,164610.0,1,1100.0
vw,2010,8,1700,130.0,61569.0,4,1550.0
vw,2013,5,2300,174.0,16423.0,0,11250.0
ford,2008,10,1600,105.0,139110.0,4,100.0
vw,2008,10,1500,109.0,2605.0,1,5750.0
ford,2015,3,1600,123.0,89315.0,0,4700.0
ford,2011,7,2200,145.0,11109.0,0,4450.0
kia,2013,5,1200,83.0,39947.0,1,4650.0
vw,2013,5,1200,98.0,24318.0,1,5550.0
vw,2017,1,1900,143.0,23242.0,0,14200.0
vw,2012,6,1200,102.0,10156.0,0,6850.0
vw,2011,7,1900,135.0,1573.0,3,5350.0
kia,2017,1,1000,77.0,1374.0,0,7700.0
vw,2013,5,1700,133.0,16148.0,1,7400.0
vw,2014,4,1700,136.0,55513.0,1,7400.0
bmw,2008,10,4500,325.0,319330.0,2,100.0
vw,2008,10,1500,105.0,10190.0,2,3200.0
ford,2012,6,2200,152.0,66826.0,1,2700.0
ford,2008,10,2000,130.0,17844.0,1,1750.0
kia,2009,9,1100,70.0,32301.0,0,2800.0
kia,2014,4,800,60.0,4528.0,0,3900.0
ford,2012,6,2500,168.0,6441.0,2,3850.0
ford,2010,8,2500,168.0,112015.0,1,100.0
vw,2016,2,1700,132.0,900.0,1,9450.0
bmw,2009,9,4500,311.0,87529.0,3,6650.0
vw,2017,1,1900,143.0,5270.0,0,10950.0
bmw,2014,4,4500,330.0,15625.0,0,21950.0
vw,2016,2,1500,124.0,14185.0,0,11700.0
kia,2014,4,1400,96.0,42495.0,0,6550.0
vw,2015,3,3600,249.0,5283.0,0,16350.0
vw,2016,2,1500,119.0,18207.0,1,9650.0
vw,2013,5,1900,146.0,13271.0,0,9800.0
vw,2008,10,1200,90.0,6307.0,0,5450.0
vw,2016,2,3600,265.0,33370.0,0,16050.0
bmw,2008,10,2300,211.0,78073.0,4,4050.0
bmw,2011,7,3000,239.0,14124.0,0,15950.0
ford,2011,7,1600,110.0,2745.0,0,4100.0
bmw,2009,9,1800,171.0,60519.0,2,6100.0
ford,2013,5,3000,200.0,882.0,1,6800.0
ford,2011,7,1600,110.0,33272.0,3,650.0
vw,2009,9,3600,241.0,78542.0,0,6650.0
vw,2016,2,1500,120.0,13154.0,0,10550.0
bmw,2017,1,1800,168.0,3173.0,0,21600.0
ford,2016,2,1600,121.0,24958.0,0,7250.0
ford,2010,8,1800,120.0,29298.0,0,2900.0
vw,2014,4,3600,258.0,4448.0,0,16400.0
vw,2014,4,1700,139.0,45004.0,1,7850.0
ford,2012,6,1600,117.0,4575.0,3,2450.0
bmw,2012,6,3000,235.0,19488.0,1,14300.0
ford,2010,8,1600,116.0,9845.0,0,3150.0
bmw,2013,5,2500,218.0,41694.0,0,11500.0
vw,2016,2,1700,139.0,10631.0,0,10600.0
vw,2009,9,1900,128.0,22214.0,2,4900.0
vw,2017,1,1200,107.0,20426.0,0,11750.0
vw,2016,2,1700,138.0,3364.0,1,9900.0
ford,2009,9,1400,102.0,44713.0,0,1450.0
kia,2010,8,800,54.0,23991.0,1,1650.0
ferrari,2015,3,4500,446.0,5323.0,1,117000.0
ford,2017,1,3000,218.0,1276.0,0,12650.0
vw,2015,3,1700,132.0,8178.0,0,11350.0
kia,2009,9,1000,67.0,118229.0,0,800.0
ford,2011,7,1100,83.0,83372.0,3,100.0
ford,2012,6,3000,202.0,26813.0,0,6750.0
kia,2011,7,1100,76.0,84044.0,0,2250.0
bmw,2014,4,3000,272.0,47610.0,0,18200.0
ford,2014,4,1400,104.0,3519.0,0,6300.0
ford,2010,8,2000,138.0,28428.0,0,3100.0
vw,2010,8,3600,243.0,7789.0,5,6600.0
vw,2017,1,2300,182.0,9661.0,0,12650.0
ford,2014,4,1400,105.0,25391.0,0,4550.0
ford,2013,5,1800,128.0,3560.0,2,4850.0
ford,2014,4,1100,89.0,20758.0,1,3800.0
bmw,2010,8,2300,203.0,26008.0,2,8250.0
bmw,2014,4,4000,302.0,17477.0,0,20850.0
ford,2012,6,3000,198.0,19490.0,0,6100.0
bmw,2017,1,1800,173.0,4103.0,0,20950.0
ford,2010,8,2200,149.0,7014.0,3,1750.0
ford,2012,6,2500,172.0,3138.0,2,5150.0
vw,2009,9,1700,122.0,57517.0,1,3800.0
ford,2017,1,2000,148.0,2354.0,0,9200.0
vw,2016,2,2300,173.0,4532.0,0,13300.0
ford,2011,7,2200,147.0,58160.0,1,2650.0
kia,2008,10,1100,69.0,28875.0,1,1850.0
ford,2015,3,1100,82.0,4441.0,0,7750.0
ford,2016,2,1600,124.0,19728.0,0,7150.0
vw,2016,2,1900,147.0,124.0,0,13950.0
vw,2013,5,1900,148.0,83519.0,0,7750.0
ford,2015,3,1600,123.0,9894.0,2,5500.0
vw,2009,9,1500,111.0,75104.0,0,4050.0
ford,2015,3,1100,84.0,5914.0,2,3950.0
vw,2010,8,1500,118.0,25447.0,1,4850.0
ford,2008,10,1100,77.0,33058.0,2,100.0
vw,2012,6,1700,124.0,46515.0,1,6850.0
vw,2009,9,1500,104.0,42337.0,0,5500.0
ford,2010,8,1600,111.0,18435.0,1,1900.0
ford,2012,6,1800,123.0,23558.0,1,3700.0
bmw,2016,2,4500,347.0,18387.0,0,27000.0
vw,2008,10,1500,109.0,20450.0,5,500.0
ford,2011,7,1800,127.0,65740.0,1,1150.0
ford,2008,10,1600,108.0,40195.0,4,100.0
vw,2012,6,1900,138.0,36038.0,1,7650.0
vw,2015,3,2300,169.0,5156.0,3,9250.0
vw,2009,9,1700,119.0,76540.0,2,2750.0
kia,2016,2,1100,78.0,21177.0,1,6950.0
bmw,2016,2,4000,342.0,10380.0,2,24100.0
vw,2014,4,1200,105.0,12935.0,2,5550.0
ford,2008,10,1600,112.0,15130.0,3,100.0
bmw,2017,1,1800,165.0,8115.0,1,21500.0
kia,2008,10,1100,73.0,128912.0,4,100.0
vw,2017,1,3600,269.0,17530.0,0,21200.0
ferrari,2010,8,6200,548.0,46768.0,2,49400.0
ford,2011,7,2200,151.0,63735.0,2,1300.0
ford,2016,2,1100,83.0,8503.0,0,7000.0
bmw,2013,5,4000,296.0,38354.0,0,20850.0
ford,2015,3,2200,154.0,4362.0,1,6700.0
ford,2016,2,2200,164.0,37151.0,0,9500.0
vw,2008,10,1700,115.0,18094.0,3,2450.0
ford,2015,3,1800,134.0,18134.0,0,7750.0
ford,2014,4,1800,132.0,2626.0,0,6150.0
kia,2009,9,1100,71.0,9478.0,1,2700.0
vw,2008,10,1900,130.0,59047.0,2,3200.0
bmw,2016,2,2300,193.0,16546.0,0,16550.0
bmw,2010,8,1800,174.0,35721.0,2,7900.0
vw,2008,10,1500,111.0,76056.0,1,2800.0
vw,2017,1,2300,176.0,4816.0,0,14900.0
kia,2012,6,1000,72.0,6753.0,2,2800.0
vw,2016,2,1900,153.0,5833.0,0,11250.0
ford,2014,4,1400,102.0,13929.0,1,5200.0
ford,2008,10,2200,147.0,69574.0,0,900.0
ford,2011,7,1100,82.0,27846.0,0,3000.0
ford,2013,5,3000,203.0,13326.0,1,6950.0
ford,2013,5,1800,124.0,25337.0,2,3550.0
ford,2011,7,1600,111.0,27318.0,3,850.0
vw,2010,8,1700,127.0,122715.0,1,2250.0
vw,2014,4,2300,164.0,3194.0,2,10650.0
bmw,2011,7,4000,293.0,28781.0,0,17550.0
bmw,2015,3,2300,209.0,10511.0,0,17350.0
vw,2015,3,1700,127.0,5722.0,0,10600.0
vw,2015,3,1700,129.0,77577.0,0,8750.0
vw,2013,5,1200,102.0,1014.0,0,8300.0
vw,2011,7,1700,129.0,73261.0,2,4150.0
vw,2009,9,1700,127.0,2348.0,0,7050.0
vw,2008,10,1700,124.0,23966.0,2,4400.0
vw,2015,3,1900,150.0,4633.0,2,9400.0
ford,2008,10,1800,116.0,27065.0,1,1300.0
bmw,2012,6,2500,213.0,21141.0,1,11800.0
bmw,2014,4,3500,267.0,2124.0,1,20750.0
ford,2017,1,3000,218.0,6679.0,1,13650.0
vw,2015,3,1200,108.0,6960.0,1,8000.0
vw,2016,2,1700,129.0,5135.0,0,13250.0
bmw,2009,9,3500,247.0,103780.0,1,3050.0
ferrari,2013,5,4500,473.0,5504.0,2,90550.0
bmw,2009,9,2300,209.0,68933.0,0,9500.0
bmw,2016,2,3500,305.0,1831.0,1,24000.0
vw,2010,8,1700,130.0,42700.0,4,2500.0
kia,2017,1,800,59.0,2202.0,0,5400.0
ford,2011,7,2500,163.0,11143.0,0,5200.0
ford,2017,1,1800,137.0,13763.0,0,9200.0
vw,2014,4,1500,111.0,18093.0,1,7150.0
ford,2011,7,2000,138.0,33336.0,1,2550.0
vw,2016,2,2300,173.0,1398.0,0,14050.0
kia,2015,3,1100,79.0,52667.0,0,5450.0
vw,2017,1,1500,127.0,4629.0,0,12600.0
vw,2009,9,3600,232.0,39356.0,2,8150.0
vw,2008,10,1700,123.0,45352.0,1,4100.0
ford,2016,2,2000,145.0,19509.0,0,8650.0
vw,2017,1,2300,182.0,21157.0,0,14650.0
vw,2008,10,1500,111.0,181303.0,3,100.0
ford,2008,10,1800,119.0,17168.0,2,800.0
ford,2017,1,2000,152.0,12038.0,0,11300.0
vw,2017,1,1900,153.0,5976.0,0,13950.0
kia,2010,8,1200,81.0,35044.0,1,2800.0
vw,2013,5,1200,104.0,14245.0,2,5550.0
vw,2012,6,2300,162.0,3783.0,4,5300.0
ford,2011,7,2500,164.0,35954.0,0,3750.0
vw,2009,9,1200,90.0,5429.0,1,5200.0
ford,2008,10,1400,95.0,57320.0,2,100.0
ford,2012,6,1400,103.0,3049.0,1,3700.0
bmw,2017,1,3500,287.0,11518.0,0,33700.0
kia,2012,6,1400,93.0,30859.0,0,5250.0
vw,2016,2,2300,179.0,7958.0,0,14050.0
ford,2012,6,1600,116.0,18315.0,2,2600.0
ford,2017,1,2500,182.0,3207.0,0,13850.0
kia,2012,6,1000,68.0,53766.0,3,1700.0
ferrari,2016,2,5700,564.0,7485.0,1,135650.0
ford,2008,10,1100,79.0,30355.0,1,600.0
vw,2009,9,1500,117.0,850.0,5,1600.0
vw,2012,6,1700,129.0,23735.0,2,5150.0
kia,2009,9,800,56.0,143840.0,2,100.0
vw,2010,8,2300,156.0,33798.0,1,5850.0
bmw,2016,2,3000,271.0,4136.0,1,23850.0
bmw,2013,5,3000,253.0,64145.0,0,12450.0
vw,2010,8,1200,101.0,26019.0,0,7400.0
vw,2016,2,2300,180.0,3732.0,0,12700.0
bmw,2012,6,4500,350.0,14868.0,0,16950.0
ford,2015,3,1600,122.0,17054.0,1,5800.0
kia,2014,4,800,60.0,4341.0,2,2750.0
bmw,2014,4,4500,356.0,774.0,1,26900.0
ford,2012,6,2200,150.0,107721.0,1,1350.0
ford,2009,9,2000,133.0,100788.0,1,100.0
ford,2010,8,1600,107.0,157081.0,0,100.0
ford,2012,6,1800,125.0,56858.0,0,3450.0
ford,2015,3,1600,120.0,22934.0,0,7600.0
vw,2012,6,1200,90.0,32264.0,2,4450.0
bmw,2009,9,4500,319.0,7608.0,0,12650.0
kia,2013,5,800,58.0,23922.0,0,2600.0
bmw,2010,8,2500,217.0,50569.0,1,9700.0
ford,2013,5,1400,108.0,12021.0,0,4200.0
ford,2017,1,1400,107.0,62.0,0,9100.0
ford,2013,5,1400,105.0,38184.0,0,4500.0
ford,2015,3,1600,120.0,20611.0,1,5700.0
vw,2008,10,1500,107.0,26010.0,1,4600.0
ford,2008,10,2200,143.0,4429.0,1,2600.0
kia,2013,5,1400,94.0,34324.0,1,5000.0
ford,2013,5,1800,124.0,512.0,2,3850.0
ford,2015,3,2000,149.0,21427.0,0,8600.0
vw,2014,4,1700,133.0,76088.0,2,5400.0
vw,2008,10,1500,112.0,10889.0,1,6000.0
ford,2016,2,2200,162.0,4866.0,0,10200.0
vw,2011,7,3600,247.0,40397.0,2,8300.0
ford,2010,8,1400,98.0,37644.0,1,1350.0
kia,2014,4,1400,96.0,10629.0,0,7550.0
vw,2008,10,1900,129.0,84966.0,1,3100.0
bmw,2017,1,4000,316.0,4351.0,1,25100.0
kia,2011,7,1200,82.0,35563.0,3,2150.0
ford,2010,8,1400,103.0,66964.0,1,550.0
ford,2013,5,1600,112.0,38008.0,0,4200.0
bmw,2017,1,3500,308.0,2075.0,0,27250.0
ford,2008,10,2200,142.0,22685.0,2,1000.0
vw,2014,4,3600,260.0,7163.0,0,14300.0
ford,2010,8,2500,164.0,3306.0,3,2600.0
ford,2011,7,2500,170.0,28012.0,3,2000.0
ford,2012,6,2500,172.0,4698.0,3,3650.0
ford,2012,6,2200,154.0,83392.0,2,1500.0
vw,2014,4,2300,163.0,44931.0,0,9600.0
ford,2013,5,2200,152.0,52088.0,0,4600.0
ford,2014,4,3000,203.0,30907.0,0,8200.0
vw,2010,8,2300,160.0,8669.0,2,7100.0
vw,2009,9,2300,154.0,41785.0,1,5700.0
bmw,2017,1,2300,195.0,20897.0,0,22050.0
vw,2014,4,2300,165.0,7256.0,0,11400.0
ford,2009,9,1400,95.0,15860.0,1,1750.0
vw,2015,3,3600,249.0,2545.0,1,14200.0
kia,2016,2,1000,71.0,25291.0,0,5650.0
kia,2011,7,800,58.0,3826.0,0,3050.0
ford,2010,8,2200,151.0,43088.0,0,3000.0
ford,2008,10,1100,77.0,54531.0,3,100.0
vw,2009,9,1900,140.0,18781.0,3,3900.0
bmw,2015,3,3000,255.0,16673.0,2,18600.0
ford,2015,3,1800,130.0,13636.0,1,6850.0
ford,2016,2,2000,152.0,39160.0,0,8200.0
vw,2008,10,1200,91.0,21459.0,2,2700.0
ford,2008,10,1800,115.0,96777.0,1,100.0
ford,2009,9,1600,108.0,10819.0,1,1950.0
kia,2016,2,1200,86.0,21437.0,0,6150.0
vw,2015,3,1200,104.0,36004.0,2,6650.0
kia,2013,5,1100,75.0,1258.0,0,5050.0
ford,2016,2,2500,177.0,20809.0,0,8800.0
kia,2008,10,1200,77.0,27464.0,2,1750.0
vw,2017,1,1500,120.0,21413.0,0,11300.0
ford,2009,9,1800,117.0,3476.0,0,3050.0
vw,2010,8,3600,241.0,72779.0,1,6550.0
vw,2011,7,1500,107.0,34053.0,1,6100.0
ford,2014,4,2200,153.0,3556.0,1,7300.0
ford,2014,4,3000,205.0,30953.0,2,6000.0
bmw,2009,9,4000,284.0,31240.0,1,10700.0
bmw,2017,1,4000,333.0,2765.0,0,37150.0
vw,2009,9,2300,158.0,111017.0,1,3000.0
ford,2008,10,3000,189.0,9222.0,1,2750.0
vw,2012,6,1900,139.0,51591.0,2,5250.0
vw,2017,1,1700,143.0,2695.0,0,12650.0
ford,2009,9,2000,133.0,19825.0,2,1350.0
kia,2008,10,1400,87.0,59910.0,1,2550.0
